spectrum_id,scan,Precursor_MZ,Charge,Smiles,INCHI,InChIKey_smiles,InChIKey_inchi
CCMSLIB00000085911,1176,340.37,1,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,N/A,DTOUUUZOYKYHEP-UHFFFAOYSA-N,
CCMSLIB00000085912,1177,204.113,1,NCCc1c[nH]c2ccc(cc12)C(=O)N.CCO.[O-]C(=O)/C=C\C(=O)[O-],N/A,PXRDFKQOHIZHFX-FJOGWHKWSA-L,
CCMSLIB00000085913,1178,332.104,1,ClCC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2,N/A,OYHLRJGDELITAF-INIZCTEOSA-N,
CCMSLIB00000085914,1179,256.016,1,Nc1nc(N)nc(n1)c2cc(Cl)ccc2Cl.OC(=O)/C=C\C(=O)O,N/A,PJLVTVAIERNDEQ-BTJKTKAUSA-N,
CCMSLIB00000085915,1180,219.088,1,Cn1cnc2n(C)c(=O)n(CC#C)c(=O)c12,N/A,IORPOFJLSIHJOG-UHFFFAOYSA-N,
CCMSLIB00000085916,1181,288.16,1,CC(NCCc1ccc(O)cc1)C(O)c2ccc(O)cc2.Cl,N/A,IDLSITKDRVDKRV-UHFFFAOYSA-N,
CCMSLIB00000085917,1182,496.299,1,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc4cc(F)ccc4[C@@H]1C(C)C.O.Cl,N/A,WTEKKBNMVUOLJX-GDUXWEAWSA-N,
CCMSLIB00000085918,1183,461.156,1,CN(C)C1C2C(O)C3C(=C(O)C2(O)C(=C(C(=O)N)C1=O)O)C(=O)c4c(O)cccc4C3(C)O,N/A,KTUXFHGUHYRDNF-UHFFFAOYSA-N,
CCMSLIB00000085919,1184,210.113,1,CNC(=O)Oc1ccccc1OC(C)C,N/A,ISRUGXGCCGIOQO-UHFFFAOYSA-N,
CCMSLIB00000085920,1185,266.177,1,CC(C)NCC(O)COc1ccccc1OCC=C.Cl,N/A,COAJXCLTPGGDAJ-UHFFFAOYSA-N,
CCMSLIB00000085921,1186,235.015,1,Nc1nc2ccc(OC(F)(F)F)cc2s1,N/A,FTALBRSUTCGOEG-UHFFFAOYSA-N,
CCMSLIB00000085922,1187,270.185,1,CN(C)CCOC(c1ccccc1)c2ccccc2C.OC(=O)CC(O)(CC(=O)O)C(=O)O,N/A,MMMNTDFSPSQXJP-UHFFFAOYSA-N,
CCMSLIB00000085923,1188,188.143,1,CC(Cc1ccccc1)N(C)CC#C.Cl,N/A,IYETZZCWLLUHIJ-UHFFFAOYSA-N,
CCMSLIB00000085924,1189,376.141,1,Cc1ccsc1C(=CCCN2CCC[C@H](C2)C(=O)O)c3sccc3C.Cl,N/A,YUKARLAABCGMCN-PKLMIRHRSA-N,
CCMSLIB00000085925,1190,371.187,1,Nc1ncnc2n(cc(c3ccc(Oc4ccccc4)cc3)c12)C5CCCC5,N/A,FMETVQKSDIOGPX-UHFFFAOYSA-N,
CCMSLIB00000085926,1191,358.201,1,O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CCC6)c54.Cl,N/A,YZLZPSJXMWGIFH-BCXQGASESA-N,
CCMSLIB00000085927,1192,286.253,1,CC(C)c1ccc2c(CC[C@H]3[C@](C)(CN)CCC[C@@]32C)c1,N/A,JVVXZOOGOGPDRZ-SLFFLAALSA-N,
CCMSLIB00000085928,1193,191.07,1,COc1ccc2c(C)cc(=O)oc2c1,N/A,UDFPKNSWSYBIHO-UHFFFAOYSA-N,
CCMSLIB00000085929,1194,288.122,1,O[C@H]1C=C2CCN3Cc4cc5OCOc5cc4[C@@H](C32)[C@@H]1O.Cl,N/A,VUVNTYCHKZBOMV-XCIKPZSDSA-N,
CCMSLIB00000085930,1195,369.171,1,C[C@@]12CC[C@H]3[C@@H](CC=C4C[C@H](CC[C@]34C)OS(=O)(=O)O)[C@@H]2CCC1=O.O.[Na+],N/A,SQMZHJFLFXVQQR-UKZXZVQVSA-N,
CCMSLIB00000085931,1196,362.138,1,CC(=O)Oc1ccc(cc1)C(c2ccc(OC(=O)C)cc2)c3ccccn3,N/A,KHOITXIGCFIULA-UHFFFAOYSA-N,
CCMSLIB00000085932,1197,451.255,1,Fc1ccc(cc1)C(OCCN2CCN(CCCc3ccccc3)CC2)c4ccc(F)cc4.Cl,N/A,VAHMWGICKYTGSY-UHFFFAOYSA-N,
CCMSLIB00000085933,1198,470.23,1,CCc1nn(CCCN2CCN(CC2)c3cccc(Cl)c3)c(=O)n1CCOc4ccccc4,N/A,VRBKIVRKKCLPHA-UHFFFAOYSA-N,
CCMSLIB00000085934,1199,568.317,1,Cc1c(O)cccc1C(=O)N[C@@H](CSc2ccccc2)[C@H](O)CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C,N/A,QAGYKUNXZHXKMR-HKWSIXNMSA-N,
CCMSLIB00000085935,1200,476.25,1,Fc1ccc(cc1)C(CCCN2CCC3(CC2)N(CNC3=O)c4ccccc4)c5ccc(F)cc5,N/A,QOYHHIBFXOOADH-UHFFFAOYSA-N,
CCMSLIB00000085936,1201,589.187,1,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26,N/A,VJJPUSNTGOMMGY-MRVIYFEKSA-N,
CCMSLIB00000085937,1202,166.121,1,CN[C@H](C)[C@H](O)c1ccccc1,N/A,KWGRBVOPPLSCSI-SCZZXKLOSA-N,
CCMSLIB00000085938,1203,193.048,1,Cc1cc(=O)oc2cc(O)cc(O)c12,N/A,QNVWGEJMXOQQPM-UHFFFAOYSA-N,
CCMSLIB00000085939,1204,336.164,1,OCC1OC(C(O)C1O)n2cnc3c(NC4CCCC4)ncnc23,N/A,SQMWSBKSHWARHU-UHFFFAOYSA-N,
CCMSLIB00000085940,1205,276.174,1,CN(C)CCC=C1c2ccccc2C=Cc3ccccc13.Cl,N/A,VXEAYBOGHINOKW-UHFFFAOYSA-N,
CCMSLIB00000085941,1206,231.099,1,COC1=CC(=O)O[C@H](C1)/C=C/c2ccccc2,N/A,XEAQIWGXBXCYFX-GUOLPTJISA-N,
CCMSLIB00000085942,1207,218.115,1,O=C1OC2(C[C@H]3C=CC2=C1)[C@H]4CCCCN34,N/A,SWZMSZQQJRKFBP-KKPNGEORSA-N,
CCMSLIB00000085943,1208,388.209,1,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(N(C)C)c2ccccc2.OC(=O)/C=C\C(=O)O,N/A,FSRLGULMGJGKGI-BTJKTKAUSA-N,
CCMSLIB00000085944,1209,121.075,1,NC(=N)c1ccccc1,N/A,PXXJHWLDUBFPOL-UHFFFAOYSA-N,
CCMSLIB00000085945,1210,210.134,1,Nc1nc(cc(=N)n1O)N2CCCCC2,N/A,IHGXBAMAHRLAOP-UHFFFAOYSA-N,
CCMSLIB00000085946,1211,485.299,1,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2cc(OC)c(OC)c(OC)c2)cc1OC.Cl,N/A,OKCRIUNHEQSXFD-UHFFFAOYSA-N,
CCMSLIB00000085947,1212,321.133,1,CCn1cc(C(=O)O)c(=O)c2cc(F)c(nc12)N3CCNCC3,N/A,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,
CCMSLIB00000085948,1213,453.25,1,CCOC(=O)C1(CCN(CCC(C#N)(c2ccccc2)c3ccccc3)CC1)c4ccccc4.Cl,N/A,SHTAFWKOISOCBI-UHFFFAOYSA-N,
CCMSLIB00000085949,1214,288.157,1,C[C@H](NCCc1ccc(O)cc1)[C@H](O)c2ccc(O)cc2.Cl,N/A,IDLSITKDRVDKRV-XHXSRVRCSA-N,
CCMSLIB00000085950,1215,261.03,1,ClCCNP1(=O)OCCCN1CCCl,N/A,HOMGKSMUEGBAAB-UHFFFAOYSA-N,
CCMSLIB00000085951,1216,288.174,1,CN(C/C=C/c1ccccc1)Cc2cccc3ccccc23.Cl,N/A,OLUNPKFOFGZHRT-YGCVIUNWSA-N,
CCMSLIB00000085952,1217,433.871,1,N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O,N/A,NYPYHUZRZVSYKL-ZETCQYMHSA-N,
CCMSLIB00000085953,1218,282.147,1,COc1ccc2C[C@H]3N(C)CCc4cccc(c34)-c2c1O.Cl,N/A,NIWCFXFECXNXGD-PFEQFJNWSA-N,
CCMSLIB00000085954,1219,282.071,1,OC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F,N/A,LPEPZBJOKDYZAD-UHFFFAOYSA-N,
CCMSLIB00000085955,1220,315.077,1,Cc1onc(c1c2ccc(cc2)S(=O)(=O)N)c3ccccc3,N/A,LNPDTQAFDNKSHK-UHFFFAOYSA-N,
CCMSLIB00000085956,1221,448.151,1,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,N/A,CEUORZQYGODEFX-UHFFFAOYSA-N,
CCMSLIB00000085957,1222,265.073,1,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,N/A,QPPBRPIAZZHUNT-UHFFFAOYSA-N,
CCMSLIB00000085958,1223,352.151,1,CC(Cc1cccc(c1)C(F)(F)F)NCCOC(=O)c2ccccc2,N/A,CJAVTWRYCDNHSM-UHFFFAOYSA-N,
CCMSLIB00000085959,1224,338.06,1,Fc1cccc(CN(C2=NCCN2)c3c(Cl)cccc3Cl)c1.Cl,N/A,TWVCONNNZSKLLX-UHFFFAOYSA-N,
CCMSLIB00000085960,1225,375.213,1,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,N/A,VHRSUDSXCMQTMA-PJHHCJLFSA-N,
CCMSLIB00000085961,1226,288.156,1,COc1ccc2CN(C)CC[C@]34C=C[C@H](O)C[C@@H]4Oc1c23.Br,N/A,QORVDGQLPPAFRS-XPSHAMGMSA-N,
CCMSLIB00000085962,1227,407.16,1,O=C(Nc1[nH]nc2nnc(c3ccccc3)c(c4ccccc4)c12)Nc5ccccc5,N/A,BUUXBIIFLQVFAR-UHFFFAOYSA-N,
CCMSLIB00000085963,1228,577.246,1,NCCNC(=O)Cc1ccc(NC(=O)Cc2ccc(Nc3ncnc4n(cnc34)[C@@H]5O[C@H](CO)[C@@H](O)[C@H]5O)cc2)cc1,N/A,JFRJCQJVFMHZOO-QZHHGCDDSA-N,
CCMSLIB00000085964,1229,239.153,1,CN1CC(c2ccccc2)c3cccc(N)c3C1.[O-]C(=O)/C=C\C(=O)[O-],N/A,GEOCVSMCLVIOEV-BTJKTKAUSA-L,
CCMSLIB00000085965,1230,377.301,1,CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1,N/A,YNZFFALZMRAPHQ-SYYKKAFVSA-N,
CCMSLIB00000085966,1231,352.15,1,COc1ccc2cc3-c4cc(OC)c(OC)cc4CC[n+]3cc2c1OC.[Cl-],N/A,RLQYRXCUPVKSAW-UHFFFAOYSA-M,
CCMSLIB00000085967,1232,286.19,1,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1.OC(=O)/C=C\C(=O)O,N/A,JXYWFNAQESKDNC-BTJKTKAUSA-N,
CCMSLIB00000085968,1233,326.247,1,CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C.OC(C(O)C(=O)O)C(=O)O,N/A,TWHNMSJGYKMTRB-VEIFNGETSA-N,
CCMSLIB00000085969,1234,351.122,1,C[C@@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)O)ccc34)[C@@H]2CCC1=O.C1CNCCN1,N/A,HZEQBCVBILBTEP-ZFINNJDLSA-N,
CCMSLIB00000085970,1235,401.11,1,Cc1onc(c1C(=O)N[C@H]2C3SC(C)(C)[C@@H](N3C2=O)C(=O)[O-])c4ccccc4.[Na+],N/A,VDUVBBMAXXHEQP-ZTRPPZFVSA-M,
CCMSLIB00000085971,1236,353.142,1,CCC(C)N(C)C(=O)c1cc2ccccc2c(n1)c3ccccc3Cl,N/A,RAVIZVQZGXBOQO-UHFFFAOYSA-N,
CCMSLIB00000085972,1237,330.204,1,NC[C@@H]1O[C@@H](Cc2c(O)c(O)ccc12)C3(CC4CC5CC(C4)C3)C5.Cl,N/A,BWHPNJVKFAPVOG-QYFJGNGUSA-N,
CCMSLIB00000085973,1238,319.022,1,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3cc(Cl)c(Cl)cc23,N/A,XHSQDZXAVJRBMX-DDHJBXDOSA-N,
CCMSLIB00000085974,1239,348.142,1,COc1c(OC[C@@H](O)C(C)(C)O)ccc2c(OC)c3ccoc3nc12,N/A,FGANMDNHTVJAHL-CYBMUJFWSA-N,
CCMSLIB00000085975,1240,330.15,1,Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3.Cl,N/A,GELRVIPPMNMYGS-RVXRQPKJSA-N,
CCMSLIB00000085976,1241,363.214,1,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,N/A,JYGXADMDTFJGBT-UHFFFAOYSA-N,
CCMSLIB00000085977,1242,309.113,1,CC(=O)CC(c1ccccc1)c2c([O-])c3ccccc3oc2=O.[Na+],N/A,KYITYFHKDODNCQ-UHFFFAOYSA-M,
CCMSLIB00000085978,1243,202.043,1,c1nc(cs1)c2nc3ccccc3[nH]2,N/A,WJCNZQLZVWNLKY-UHFFFAOYSA-N,
CCMSLIB00000085979,1244,280.165,1,CC(C)NCC1CCc2cc(CO)c(cc2N1)[N+](=O)[O-],N/A,XCGYUJZMCCFSRP-UHFFFAOYSA-N,
CCMSLIB00000085980,1245,315.146,1,CN/C(=C\[N+](=O)[O-])/NCCSCc1ccc(CN(C)C)o1.Cl,N/A,GGWBHVILAJZWKJ-KJEVSKRMSA-N,
CCMSLIB00000085981,1246,452.191,1,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)[C@H]4COc5ccccc5O4,N/A,RUZYUOTYCVRMRZ-HXUWFJFHSA-N,
CCMSLIB00000085982,1247,267.168,1,COc1ccc(CN2CCNCC2)c(OC)c1OC,N/A,UHWVSEOVJBQKBE-UHFFFAOYSA-N,
CCMSLIB00000085983,1248,461.153,1,CN(C)[C@H]1C2[C@@H](O)C3C(=C(O)[C@]2(O)C(=C(C(=O)N)C1=O)O)C(=O)c4c(O)cccc4[C@@]3(C)O.Cl,N/A,WNPLITIXMFABAF-WOYDFFIASA-N,
CCMSLIB00000085984,1249,378.253,1,CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(c3ccccc3)c1=O,N/A,GNUXVOXXWGNPIV-UHFFFAOYSA-N,
CCMSLIB00000085985,1250,405.225,1,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC/C/4=C/C(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,N/A,ALEXXDVDDISNDU-JZYPGELDSA-N,
CCMSLIB00000085986,1251,260.167,1,CC(C)NC[C@H](O)COc1cccc2ccccc12.Cl,N/A,ZMRUPTIKESYGQW-UQKRIMTDSA-N,
CCMSLIB00000085987,1252,356.154,1,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.O.Cl,N/A,AOFIMJMWPZOPAJ-UHFFFAOYSA-N,
CCMSLIB00000085988,1253,270.151,1,CN1CCc2cc(O)c(O)cc2C(C1)c3ccccc3.Br,N/A,KWTPHNVUAVFKGB-UHFFFAOYSA-N,
CCMSLIB00000085989,1254,231.082,1,O=C1c2ccccc2-c3cccc4cccc1c34,N/A,HUKPVYBUJRAUAG-UHFFFAOYSA-N,
CCMSLIB00000085990,1255,646.15,1,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)CSc4nnnn4C)c5ccc(O)cc5)C(=O)C1=O.O,N/A,HRRMBILIWABKRK-WERGMSTESA-N,
CCMSLIB00000085991,1256,212.085,1,CC(C)N(C(=O)CCl)c1ccccc1,N/A,MFOUDYKPLGXPGO-UHFFFAOYSA-N,
CCMSLIB00000085992,1257,359.187,1,CC12CC(=O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,N/A,XOFYZVNMUHMLCC-UHFFFAOYSA-N,
CCMSLIB00000085993,1258,364.076,1,Oc1nc2cc(Cl)ccc2c(O)c1c3cccc(Oc4ccccc4)c3,N/A,FLVRDMUHUXVRET-UHFFFAOYSA-N,
CCMSLIB00000085994,1259,469.234,1,COc1ccc(CN2CCN(CC2)C(c3ccc(F)cc3)c4ccc(F)cc4)c(OC)c1OC.Cl,N/A,VCBYMCBOMLUKOO-UHFFFAOYSA-N,
CCMSLIB00000085995,1260,374.166,1,COc1cccc(c1)C(=O)NCCN2CCN(CC2)c3ccc(Cl)cc3,N/A,DQVARXSGNFBPMB-UHFFFAOYSA-N,
CCMSLIB00000085996,1261,400.178,1,COC1=C[C@H]2[C@H](C3=C2c4c(OC)c(OC)c(OC)cc4CC[C@@H]3NC(=O)C)C1=O,N/A,VKPVZFOUXUQJMW-FHSNZYRGSA-N,
CCMSLIB00000085997,1262,371.224,1,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C)C(=O)C,N/A,IIVBFTNIGYRNQY-YQLZSBIMSA-N,
CCMSLIB00000085998,1263,309.22,1,CCCCOc1cc(ccc1N)C(=O)OCCN(CC)CC.Cl,N/A,PRGUDWLMFLCODA-UHFFFAOYSA-N,
CCMSLIB00000085999,1264,271.171,1,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,N/A,DNXHEGUUPJUMQT-UHFFFAOYSA-N,
CCMSLIB00000086000,1265,317.167,1,CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2.OC(=O)/C=C\C(=O)O,N/A,WLRMANUAADYWEA-NWASOUNVSA-N,
CCMSLIB00000086001,1266,334.242,1,CCN(CC)CCOCCOC(=O)C1(CCCC1)c2ccccc2.OC(=O)CC(O)(CC(=O)O)C(=O)O,N/A,AKJDEXBCRLOVTH-UHFFFAOYSA-N,
CCMSLIB00000086002,1267,325.193,1,COc1ccc2nccc([C@H](O)[C@H]3CC4CCN3C[C@H]4C=C)c2c1.OS(=O)(=O)O.O,N/A,ZYCWGZVLCXRARB-AGDCMLNYSA-N,
CCMSLIB00000086003,1268,378.166,1,OC(CCCN1CCC(O)(CC1)c2ccc(Cl)cc2)c3ccc(F)cc3,N/A,WNZBBTJFOIOEMP-UHFFFAOYSA-N,
CCMSLIB00000086004,1269,353.081,1,COC1=CC(=O)C[C@@H](C)[C@@]21Oc3c(C2=O)c(OC)cc(OC)c3Cl,N/A,DDUHZTYCFQRHIY-RBHXEPJQSA-N,
CCMSLIB00000086005,1270,389.211,1,COc1cc(cc(OC)c1OC)C(=O)NCc2ccc(OCCN(C)C)cc2.Cl,N/A,WIIZEEPFHXAUND-UHFFFAOYSA-N,
CCMSLIB00000086006,1271,1269.58,1,CNC(=O)c1c(I)c(N(C)C(=O)C)c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c1I,N/A,TYYBFXNZMFNZJT-UHFFFAOYSA-N,
CCMSLIB00000086007,1272,222.132,1,C[C@]1(N[C@H]2Cc3ccccc31)c4ccccc24.OC(=O)/C=C\C(=O)O,N/A,QLTXKCWMEZIHBJ-FWHYOZOBSA-N,
CCMSLIB00000086008,1273,325.195,1,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1.O.Cl,N/A,SGVZDMWHXVXUBY-HZQSTTLBSA-N,
CCMSLIB00000086009,1274,342.175,1,COc1ccc2C[C@@H]3N(C)CCc4cc(OC)c(OC)c(c34)-c2c1O,N/A,QELDJEKNFOQJOY-ZDUSSCGKSA-N,
CCMSLIB00000086010,1275,341.09,1,OC[C@H]1O[C@@H](Oc2cc3ccc(=O)oc3cc2O)[C@H](O)[C@@H](O)[C@@H]1O.O,N/A,CQYPGSKIFJFVDQ-QWFKVUSTSA-N,
CCMSLIB00000086011,1276,241.052,1,Oc1ccc2C(=O)c3ccccc3C(=O)c2c1O,N/A,RGCKGOZRHPZPFP-UHFFFAOYSA-N,
CCMSLIB00000086012,1277,309.126,1,C[C@@H](NC(=O)/C(=C/c1ccc(O)c(O)c1)/C#N)c2ccccc2,N/A,UMGQVUWXNOJOSJ-KMHUVPDISA-N,
CCMSLIB00000086013,1278,359.262,1,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CC=C2C1)C(=O)C,N/A,CRRKVZVYZQXICQ-RJJCNJEVSA-N,
CCMSLIB00000086014,1279,330.13,1,Oc1cc2C(CN(CC=C)CCc2c(Cl)c1O)c3ccccc3.Br,N/A,WLXGFAVTAAQOFH-UHFFFAOYSA-N,
CCMSLIB00000086015,1280,194.099,1,c1c([nH]c2ccccc12)c3ccccc3,N/A,KLLLJCACIRKBDT-UHFFFAOYSA-N,
CCMSLIB00000086016,1281,257.976,1,OC(=O)c1cc(O)c2c(Cl)cc(Cl)cc2n1.O,N/A,READYYZXDSXRQJ-UHFFFAOYSA-N,
CCMSLIB00000086017,1282,240.127,1,COc1ccc(C[C@](C)(N)C(=O)O)cc1OC.Cl,N/A,MBKUFCLQPYLOCC-YDALLXLXSA-N,
CCMSLIB00000086018,1283,304.191,1,C[N+]1(C)C2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3.O[N+](=O)[O-],N/A,RHMKLRMJHMQLGQ-MYLLRIMASA-N,
CCMSLIB00000086019,1284,318.207,1,C[N+]1(C)CCC(C1)OC(=O)C(O)(C2CCCC2)c3ccccc3.[Br-],N/A,VPNYRYCIDCJBOM-UHFFFAOYSA-M,
CCMSLIB00000086020,1285,611.411,1,C[C@@]12CC=C3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]2CC[C@@H]1C(=O)CN5CCN(CC5)c6cc(nc(n6)N7CCCC7)N8CCCC8.OC(=O)/C=C\C(=O)O,N/A,ABCSSKWSUJMJCP-WQDFMEOSSA-N,
CCMSLIB00000086021,1286,152.146,1,N[C@]1(C[C@@H]2C[C@H]3C[C@@H](C2)C1)C3.Cl,N/A,WOLHOYHSEKDWQH-SOVZANNPSA-N,
CCMSLIB00000086022,1287,378.223,1,COc1ccc(CNC(=O)/C=C/c2ccc3[nH]cc(CCN(C)C)c3c2)cc1,N/A,LBVZWEWTNUDWNS-YRNVUSSQSA-N,
CCMSLIB00000086023,1288,258.19,1,C[C@H]1C2Cc3ccc(O)cc3[C@]1(C)CCN2CC=C.Cl,N/A,ZTGMHFIGNYXMJV-LQCMQXQBSA-N,
CCMSLIB00000086024,1289,384.173,1,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4ccco4.Cl,N/A,WFXFYZULCQKPIP-UHFFFAOYSA-N,
CCMSLIB00000086025,1290,418.338,1,CCCCCCCC/C=C\CCCCCCCC(=O)NCCc1ccc(O)c(O)c1,N/A,QQBPLXNESPTPNU-KTKRTIGZSA-N,
CCMSLIB00000086026,1291,265.196,1,CCCCNc1ccc(cc1)C(=O)OCCN(C)C.Cl,N/A,PPWHTZKZQNXVAE-UHFFFAOYSA-N,
CCMSLIB00000086027,1292,250.185,1,CC(C)NCC(O)COc1ccccc1CC=C.Cl,N/A,RRCPAXJDDNWJBI-UHFFFAOYSA-N,
CCMSLIB00000086028,1293,295.185,1,O[C@H]([C@H]1C[C@@H]2CCN1C[C@@H]2C=C)c3ccnc4ccccc34,N/A,KMPWYEUPVWOPIM-QAMTZSDWSA-N,
CCMSLIB00000086029,1294,148.097,2,O[C@H]([C@H]1C[C@@H]2CCN1C[C@@H]2C=C)c3ccnc4ccccc34,N/A,KMPWYEUPVWOPIM-QAMTZSDWSA-N,
CCMSLIB00000086030,1295,348.166,1,COC(=O)c1c(C)[nH]c(C)c1C(=O)c2ccccc2Cc3ccccc3,N/A,MDMWHKZANMNXTF-UHFFFAOYSA-N,
CCMSLIB00000086031,1296,279.091,1,Cc1nnc2ccc(nn12)c3cccc(c3)C(F)(F)F,N/A,GUOQUXNJZHGPQF-UHFFFAOYSA-N,
CCMSLIB00000086032,1297,405.132,1,O=C1C(CCS(=O)c2ccccc2)C(=O)N(N1c3ccccc3)c4ccccc4,N/A,MBGGBVCUIVRRBF-UHFFFAOYSA-N,
CCMSLIB00000086033,1298,467.206,1,CCC(=O)OC1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C)C(=O)CCl,N/A,CBGUOGMQLZIXBE-DZLFUUCZSA-N,
CCMSLIB00000086034,1299,324.202,1,CCN1CCCC(C1)OC(=O)C(c2ccccc2)c3ccccc3.Cl,N/A,RBGWCEWDAHDPEH-UHFFFAOYSA-N,
CCMSLIB00000086035,1300,383.996,1,NS(=O)(=O)c1cc2c(NC(CSCC=C)NS2(=O)=O)cc1Cl,N/A,VGLGVJVUHYTIIU-UHFFFAOYSA-N,
CCMSLIB00000086036,1301,273.129,1,CC(C)NCC(O)c1ccc(NS(=O)(=O)C)cc1.Cl,N/A,VIDRYROWYFWGSY-UHFFFAOYSA-N,
CCMSLIB00000086037,1302,416.097,1,COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)OCC(=O)O)c2c1,N/A,FSQKKOOTNAMONP-UHFFFAOYSA-N,
CCMSLIB00000086038,1303,416.193,1,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@]5([C@H]6Oc1c25)[C@@]3(O)Cc7c6oc8ccccc78.CS(=O)(=O)O.O,N/A,VAGWKZSGWSRENH-HIAJFTJMSA-N,
CCMSLIB00000086039,1304,268.139,1,CN1CCc2cccc-3c2[C@H]1Cc4ccc(O)c(O)c43.O.Cl,N/A,DQQCJDBYNZMPOA-FFXKMJQXSA-N,
CCMSLIB00000086040,1305,207.153,1,O=C1CCCN1CC#CCN2CCCC2,N/A,RSDOPYMFZBJHRL-UHFFFAOYSA-N,
CCMSLIB00000086041,1306,361.207,1,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,N/A,OIGNJSKKLXVSLS-UHFFFAOYSA-N,
CCMSLIB00000086042,1307,369.179,1,C[C@@]12CC[C@H]3[C@@H](CC=C4C[C@H](CC[C@]34C)OS(=O)(=O)O)[C@@H]2CCC1=O.O.[Na],N/A,WUCCROHTFKHGNE-UKZXZVQVSA-N,
CCMSLIB00000086043,1308,190.101,1,C/C=C/C=NNC(=O)c1ccncc1,N/A,YLWYNCPRXFCNLQ-CPBVQVPNSA-N,
CCMSLIB00000086044,1309,249.14,1,Cn1c(=O)n(C)c2[nH]c(nc2c1=O)C3CCCC3,N/A,SCVHFRLUNIOSGI-UHFFFAOYSA-N,
CCMSLIB00000086045,1310,862.532,1,CCOC(=O)CCC(=O)O[C@@H]1[C@H](C[C@@H](C)O[C@H]1O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)N(C)C,N/A,NSYZCCDSJNWWJL-YXOIYICCSA-N,
